NARA Guidance: Preferred,NARA Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Content Category,Is the format proprietary? ,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification? ,Has the specification been approved and published by an internationally recognized standards body? ,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available? ,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect essential characteristics?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files? ,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption? ,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking? ,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score ,Risk/Sustainability Factor Status,
,,29.00,Low Risk,NF00389,Python code file,py,Software,2,2,2,-2,2,6,-2,2,2,2,-1,3,1,1,0,-1,1,1,1,4,-1,1,-1,0,0,-1,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,2,2,10,1990,-4,2018,0,0,29.00,Low Risk,
,,6.00,Moderate Risk,NF00390,Quattro Pro for DOS,wq1; wq2,Spreadsheet,-1,-1,2,0,0,0,-2,2,-1,2,-1,0,0,0,0,-1,0,1,0,0,1,0,0,-1,0,0,0,2,2,0,1,1,1,3,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,0,6.00,Moderate Risk,
,,7.00,Moderate Risk,NF00391,Quattro Pro for Windows,wb1; wb2; wb3; qpw,Spreadsheet,-1,-1,2,0,0,0,-2,2,2,-1,-1,0,0,0,0,-1,1,1,0,1,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,0,7.00,Moderate Risk,
,,17.00,Moderate Risk,NF00392,QuickTime Audio AAC Codec,m4b; m4p,Digital Audio,-1,2,2,2,0,5,2,2,2,2,2,10,-1,-1,0,0,1,-1,-1,-3,1,1,1,1,1,5,2,2,4,-2,1,1,-2,-2,-1,1,0,-1,-1,0,2,-1,-1,-1,-1,2010,-2,2010,-2,0,17.00,Moderate Risk,
,X,33.00,Low Risk,NF00393,QuickTime Video,mov,Digital Video,-1,2,2,2,2,7,2,2,2,2,2,10,-1,1,1,-1,1,-1,1,1,1,1,1,-1,2,4,2,2,4,1,1,1,1,4,-1,1,0,-1,-1,2,2,2,-1,-1,4,1991,-4,2015,0,0,33.00,Low Risk,
,X,18.00,Moderate Risk,NF00394,Raster Product Format,toc,Geospatial,2,2,-1,-1,2,4,2,-1,0,-1,-1,-1,-1,1,1,0,0,,,1,1,1,1,0,0,3,2,2,4,-2,0,-2,1,-3,1,1,0,0,2,2,,2,2,2,8,1996,-4,1999,-4,0,18.00,Moderate Risk,
,,0.00,Moderate Risk,NF00395,Raw Bitmap Stream,bmp,Digital Still Image,-1,-1,0,-2,0,-4,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,-4,,-4,0,0.00,Moderate Risk,
,,2.00,Moderate Risk,NF00396,RealMedia,rm,Multimedia,2,-1,2,-2,0,1,-2,2,2,2,-1,3,-1,-1,0,-1,1,-1,-1,-4,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,1995,-4,2016,0,0,2.00,Moderate Risk,
,,2.00,Moderate Risk,NF00397,RealMedia Shortcut file,ram,Multimedia,2,-1,2,-2,0,1,-2,2,2,2,-1,3,-1,-1,0,-1,1,-1,-1,-4,1,1,1,0,0,3,2,2,4,-2,-2,1,-2,-5,0,0,0,-1,-1,0,2,0,-1,0,1,1995,-4,2016,0,0,2.00,Moderate Risk,
,,17.00,Moderate Risk,NF00398,Rich Text Format 1.0-1.9,rtf,Textual,-1,-1,2,-2,-1,-3,2,2,-1,2,-1,4,1,1,1,1,1,1,0,6,1,1,1,0,2,5,2,2,4,1,1,1,-2,1,-1,1,0,-1,-1,-1,2,-1,-1,2,1,1987,-4,2008,-2,0,17.00,Moderate Risk,
,,1.00,Moderate Risk,NF00399,SAS Data File,ssd,Database,-1,-1,-1,0,0,-3,-2,2,2,-1,-1,0,0,0,0,0,1,1,0,2,0,0,0,-1,0,-1,2,2,4,-2,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,0,1.00,Moderate Risk,
,,1.00,Moderate Risk,NF00400,SAS for MS-DOS Database,ssd,Database,-1,-1,-1,0,0,-3,-2,2,2,-1,-1,0,0,0,0,0,1,1,0,2,0,0,0,-1,0,-1,2,2,4,-2,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,0,1.00,Moderate Risk,
,,36.00,Low Risk,NF00401,Scalable Vector Graphics 1.0,svg ,CAD/3D/Vector Graphics,2,2,2,2,2,10,0,0,2,2,2,6,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,,,,,0,,,,,,0,2001,-4,2001,-4,0,36.00,Low Risk,
,,36.00,Low Risk,NF00402,Scalable Vector Graphics 1.1,svg,CAD/3D/Vector Graphics,2,2,2,2,2,10,0,0,2,2,2,6,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,,,,,0,,,,,,0,2003,-4,2003,-4,0,36.00,Low Risk,
,,36.00,Low Risk,NF00403,Scalable Vector Graphics Tiny 1.2,svg,CAD/3D/Vector Graphics,2,2,2,2,2,10,0,0,2,2,2,6,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,,,,,0,,,,,,0,2008,-2,2008,-2,0,36.00,Low Risk,
,,-4.00,Moderate Risk,NF00404,Schedule+ Contacts,scd,Database,-1,-1,-1,0,0,-3,-2,2,-1,-1,-1,-3,-1,0,0,-1,0,0,0,-2,1,0,0,-1,0,0,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,0,-4.00,Moderate Risk,
,,-11.00,Moderate Risk,NF00405,Scitext CT Image,sct,Digital Still Image,2,-1,-1,-2,-1,-3,-2,-2,-1,0,-1,-6,-1,0,0,0,0,0,0,-1,-1,1,-1,0,0,-1,2,2,4,-2,0,0,-2,-4,0,0,0,0,0,0,0,0,0,0,0,1985,-4,2005,-2,0,-11.00,Moderate Risk,
X,,51.00,Low Risk,NF00406,SIARD,siard,Database,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,2,1,6,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,2007,-2,2018,0,0,51.00,Low Risk,
,,-30.00,High Risk,NF00407,Sound Designer II Audio File,sd2,Digital Audio,-1,0,0,-2,0,-3,-2,-2,-1,-1,-1,-7,-1,0,0,0,-1,-1,1,-2,-1,1,-1,0,0,-1,-4,-4,-8,-2,-2,-2,-2,-8,-1,0,0,-1,-2,0,0,2,0,-1,1,1991,-4,1997,-4,0,-30.00,High Risk,
,X,21.00,Moderate Risk,NF00408,Spatial Data Transfer Standard,ddf,Geospatial,2,2,-1,-1,2,4,2,-1,-1,-1,-1,-2,-1,1,1,0,0,1,1,3,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,1,1,1,0,1,0,2,2,2,2,2,2,10,1994,-4,1998,-4,0,21.00,Moderate Risk,
X,,43.00,Low Risk,NF00409,Standard for the Exchange of Product Model Data,step; stp; p21,CAD/3D/Vector Graphics,2,2,2,2,2,10,2,0,2,2,2,8,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,1,1,0,1,3,2,2,2,0,0,6,1994,-4,2016,0,0,43.00,Low Risk,
,,50.00,Low Risk,NF00410,Standard Generalized Markup Language,sgm; sgml,Structured Data,2,2,2,2,2,10,2,2,2,2,-1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,1,3,2,2,2,2,2,10,1980,-4,1986,-4,0,50.00,Low Risk,
,,7.00,Moderate Risk,NF00412,Stationery for Mac OS X,MAILSTATIONERY,Email,0,-1,-1,-2,0,-4,-2,0,0,2,-1,-1,1,1,0,0,1,1,1,5,1,-1,-1,0,0,-1,2,2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2001,-4,2018,0,0,7.00,Moderate Risk,
,,2.00,Moderate Risk,NF00413,Statistica Report File,str,Presentation/Publishing,-1,-1,-1,0,0,-3,-2,2,2,-1,-1,0,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,2,2,4,-2,0,1,1,0,0,0,0,-1,-1,0,2,0,0,0,2,,-4,,-4,0,2.00,Moderate Risk,
,,4.00,Moderate Risk,NF00414,Stats+ Data File,dat,Database,-1,-1,0,0,0,-2,-2,2,0,0,-1,-1,1,0,0,-1,1,1,0,2,0,0,0,0,0,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,-4,,-4,0,4.00,Moderate Risk,
,,6.00,Moderate Risk,NF00415,Structured Data eXchange Format,sdxf,Structured Data,2,2,2,-2,2,6,-2,-1,2,0,-1,-2,-1,0,0,0,0,0,0,-1,1,1,1,0,0,3,2,2,4,-2,0,0,-2,-4,0,0,0,0,0,0,0,0,0,0,0,2001,-4,2001,-4,0,6.00,Moderate Risk,
,,51.00,Low Risk,NF00416,Structured Query Language Data,sql,Software,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,-1,1,0,2,3,2,2,4,1,1,1,1,4,1,0,1,1,3,2,2,2,2,2,10,1974,-4,2008,-2,0,51.00,Low Risk,
,,8.00,Moderate Risk,NF00417,Sun Raster Image,sun; ras,Digital Still Image,-1,2,0,-2,2,1,-2,-2,-1,0,-1,-6,0,1,0,1,1,1,0,4,0,1,0,0,0,1,2,2,4,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1989,-4,2006,-2,0,8.00,Moderate Risk,
,,28.00,Low Risk,NF00418,Tab Separated Value file,tsv,Structured Data,2,-1,0,-2,0,-1,2,2,2,2,-1,7,1,1,0,1,1,1,1,6,-1,-1,-1,0,0,-3,2,2,4,1,1,1,1,4,1,0,0,0,1,2,2,2,2,2,10,1993,-4,1993,-4,0,28.00,Low Risk,
X,,34.00,Low Risk,NF00419,Tagged Image File Format 1-6,tif; tiff; x-tif; x-tiff,Digital Still Image,-1,2,2,-1,2,4,2,2,-1,2,2,7,-1,1,-1,1,1,1,-1,1,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,2,-1,7,1986,-4,1992,-4,0,34.00,Low Risk,
,,32.00,Low Risk,NF00420,Tagged Image File Format for Electronic Photography TIFF/EP,tif; tiff,Digital Still Image,2,2,2,2,2,10,-2,-2,0,2,-1,-3,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,0,3,0,0,0,0,0,0,2001,-4,2001,-4,0,32.00,Low Risk,
,,32.00,Low Risk,NF00421,Tagged Image File Format for Image Technology TIFF/IT,tif; tiff,Digital Still Image,2,2,2,2,2,10,-2,-2,0,2,-1,-3,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,0,3,0,0,0,0,0,0,2004,-2,2006,-2,0,32.00,Low Risk,
,,35.00,Low Risk,NF00422,Tagged Image File Format for Internet Fax TIFF-FX,tif; tiff,Digital Still Image,2,2,2,2,2,10,0,0,-1,2,-1,0,1,1,1,1,1,1,1,7,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,0,3,0,0,0,0,0,0,1998,-4,2005,-2,0,35.00,Low Risk,
,,17.00,Moderate Risk,NF00423,TAR Archive,tar,Software,2,2,2,-2,2,6,-2,2,2,0,-1,1,-1,0,1,1,1,-1,-1,0,-1,1,-1,0,0,-1,2,2,4,1,0,0,-2,-1,1,1,1,1,4,-1,2,-1,2,2,4,1979,-4,2001,-4,0,17.00,Moderate Risk,
,,-11.00,Moderate Risk,NF00424,Temp file,tmp; temp,Software,2,-1,0,0,-1,0,-2,-1,-1,0,-1,-5,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-3,0,0,0,-2,0,-2,0,-4,0,0,0,0,0,0,0,0,0,2,2,,-4,,-4,0,-11.00,Moderate Risk,
,X,17.00,Moderate Risk,NF00425,TerraGo Geospatial PDF,pdf,Geospatial,-1,-1,-1,-1,-1,-5,2,2,2,2,0,8,-1,1,1,-1,1,1,1,3,1,1,1,-1,0,2,2,2,4,-2,-2,-2,1,-5,1,-1,1,-1,0,2,2,2,2,2,10,2002,-4,2009,-2,0,17.00,Moderate Risk,
,,40.00,Low Risk,NF00101,Third Generation Partnership Project (3GPP),3gp,Multimedia,0,2,2,2,2,8,2,2,2,2,0,8,-1,1,0,1,1,-1,-1,0,-1,0,-1,2,2,2,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,2,10,2007,-2,2018,0,0,40.00,Low Risk,
X,,37.00,Low Risk,NF00426,Topologically Integrated Geographic Encoding and Referencing Files TIGER/line,eoo; ft#; rt#; shp,Geospatial,2,2,2,-1,2,7,2,-1,0,2,0,3,1,1,1,0,0,1,1,5,1,-1,1,-1,2,2,2,2,4,1,1,1,1,4,1,1,0,0,2,2,2,2,2,2,10,1992,-4,2006,-2,0,37.00,Low Risk,
,,2.00,Moderate Risk,NF00427,TrueType Font,ttf,Software,-1,2,2,-2,2,3,-2,-2,2,2,-1,-1,-1,0,0,-1,1,0,0,-1,-1,1,-1,0,0,-1,2,2,4,-2,-2,-2,-2,-8,0,0,0,-1,-1,2,2,2,-1,2,7,1991,-4,2014,0,0,2.00,Moderate Risk,
,,3.00,Moderate Risk,NF00428,Truevision TARGA 1/2,tga,Digital Still Image,2,2,0,-2,2,4,-2,-2,-1,0,-1,-6,-1,0,0,0,-1,1,-1,-2,0,1,0,0,0,1,2,2,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1984,-4,1989,-4,0,3.00,Moderate Risk,
X,,48.00,Low Risk,NF00429,Unicode Universal Coded Character Set Transformation Format UTF-18 and UTF-16,txt; utf8; utf16,Textual,2,2,0,2,2,8,2,2,2,2,2,10,1,1,1,1,1,1,1,7,-1,1,-1,2,0,1,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,2,10,1993,-4,2017,0,0,48.00,Low Risk,
,,46.00,Low Risk,NF00430,Unifrom Resource Locator,url,Web Content,2,2,2,2,2,10,2,2,2,2,-2,6,1,1,1,1,1,1,1,7,1,1,1,0,0,3,2,2,4,1,1,1,1,4,1,0,0,1,2,2,2,2,2,2,10,1994,-4,2005,-2,0,46.00,Low Risk,
,X,23.00,Low Risk,NF00431,Universal 3D,u3d,CAD/3D/Vector Graphics,2,2,0,2,2,8,-1,-1,2,2,2,4,-1,1,1,1,1,1,-1,3,1,1,1,0,-1,2,2,2,4,1,-2,1,-2,-2,1,1,0,1,3,0,2,0,0,-1,1,2005,-2,2007,-2,0,23.00,Low Risk,
,,32.00,Low Risk,NF00432,vCard File,vcf,Database,2,2,2,2,2,10,-2,2,2,2,-1,3,1,1,1,0,1,1,1,6,1,0,0,-1,2,2,2,2,4,1,1,1,1,4,1,0,0,0,1,0,2,0,0,0,2,2011,-2,2013,-2,0,32.00,Low Risk,
,X,18.00,Moderate Risk,NF00433,Vector Product Format,cat; Coverage Attribute Table; cnd; Connected Node Primitive; csi; Connected Node Spatial Index; dht; Database Header Table; dqt; Data Quality Table; ebr; Edge Bounding Rectangle; edg; Edge Primitive; end; Entity Node Primitive; esi; Edge Spatial Index; fac; Face Primitive; fbr; Face Bounding Rectangle; fca; Feature Class Attribute Table; fcs; Feature Class Schema Table; fsi; Face Spatial Index; grt; Geographic Reference Table; lat; Library Attribute Table; lht; Library Header Table; nsi; Entity Node Spatial Index; rng; Ring Table; txt; Text Primitive; tsi; Text Spatial Index; charvdt; Character Value Description Table; int vdt; Integer Value Description Table,Geospatial,2,2,-1,-1,2,4,2,-1,0,-1,-1,-1,-1,1,1,0,0,,,1,1,1,1,0,0,3,2,2,4,-2,0,-2,1,-3,1,1,0,0,2,2,,2,2,2,8,1996,-4,1999,-4,0,18.00,Moderate Risk,
,,6.00,Moderate Risk,NF00434,Ventura Publisher,pub,Presentation/Publishing,-1,-1,0,0,0,-2,-2,2,2,-1,-1,0,1,0,0,-1,1,1,0,2,1,0,1,0,0,2,2,2,4,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,,-4,,-4,0,6.00,Moderate Risk,
,,-7.00,Moderate Risk,NF00435,Visicalc,vs; vcs,Spreadsheet,-1,-1,2,0,0,0,-2,2,-1,-1,2,0,-1,0,0,-1,1,1,0,0,1,0,0,0,0,1,-4,-4,-8,-2,1,1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1979,-4,1983,-4,0,-7.00,Moderate Risk,
,,-7.00,Moderate Risk,NF00436,Vista Pro,van,CAD/3D/Vector Graphics,-1,-1,0,-2,-1,-5,-1,-1,-1,0,-1,-4,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,2,4,1,0,-2,-2,-3,1,1,1,-1,2,0,0,0,0,0,0,1991,-4,2005,-2,0,-7.00,Moderate Risk,
,,26.00,Low Risk,NF00437,VOB,vob,Digital Video,0,2,2,2,0,6,0,2,2,2,-1,5,-1,1,1,1,1,-1,-1,1,-1,0,1,2,2,4,2,2,4,1,1,1,1,4,1,1,1,1,4,-1,2,-1,-1,-1,-2,1993,-4,2000,-4,0,26.00,Low Risk,
,X,36.00,Low Risk,NF00438,WAVE Audio File Format with LPCM Audio,wav,Digital Audio,-1,2,2,2,2,7,2,2,2,2,2,10,-1,-1,1,1,1,-1,-1,-1,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,1,1,1,1,4,2,2,2,2,2,10,1991,-4,2003,-4,0,36.00,Low Risk,
,X,40.00,Low Risk,NF00439,Web ARChive Format,warc,Web Content,2,2,2,1,2,9,2,2,2,2,2,10,0,1,0,1,1,1,-1,3,1,1,1,0,2,5,2,2,4,1,-2,-2,-2,-5,1,1,1,1,4,2,2,2,2,2,10,2006,-2,2009,-2,0,40.00,Low Risk,
,,20.00,Moderate Risk,NF00440,Windows Autorun Configuration File,inf,Software,-1,2,0,-2,0,-1,0,0,2,2,-1,3,1,0,1,1,1,1,1,6,-1,-1,-1,0,0,-3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,0,2,8,1985,-4,2017,0,0,20.00,Moderate Risk,
,,8.00,Moderate Risk,NF00441,Windows Bitmap 1.0,bmp,Digital Still Image,-1,-1,0,-2,0,-4,0,0,0,0,-1,-1,0,1,0,0,1,1,0,3,-1,1,0,0,-1,-1,2,2,4,1,1,1,1,4,1,1,1,0,3,0,0,0,0,0,0,1987,-4,,-4,0,8.00,Moderate Risk,
,,9.00,Moderate Risk,NF00442,Windows Bitmap 3.0,bmp,Digital Still Image,-1,-1,0,-2,0,-4,0,0,0,0,-1,-1,0,1,0,1,1,1,0,4,-1,1,0,0,-1,-1,2,2,4,1,1,1,1,4,1,1,1,0,3,0,0,0,0,0,0,1993,-4,2011,-2,0,9.00,Moderate Risk,
,,9.00,Moderate Risk,NF00443,Windows Bitmap 3.0 NT,bmp,Digital Still Image,-1,-1,0,-2,0,-4,0,0,0,0,-1,-1,0,1,0,1,1,1,0,4,-1,1,0,0,-1,-1,2,2,4,1,1,1,1,4,1,1,1,0,3,0,0,0,0,0,0,1993,-4,2011,-2,0,9.00,Moderate Risk,
,,0.00,Moderate Risk,NF00444,Windows Bitmap Raw Stream,bmp,Digital Still Image,-1,-1,0,-2,0,-4,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,-4,,-4,0,0.00,Moderate Risk,
,,9.00,Moderate Risk,NF00445,Windows Cabinet File,cab,Software,2,0,0,-2,0,0,2,2,2,2,-1,7,0,1,1,1,1,1,0,5,-1,1,0,1,1,2,2,2,4,-2,-2,-2,-2,-8,-1,0,0,0,-1,0,0,0,0,0,0,1990,-4,,-4,0,9.00,Moderate Risk,
,,24.00,Low Risk,NF00446,Windows Media Audio,wma,Digital Audio,-1,2,2,2,2,7,0,2,0,2,-1,3,-1,1,-1,0,1,-1,1,0,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,0,0,-1,0,-1,2,-1,-1,0,-1,1998,-4,2003,-4,0,24.00,Low Risk,
,X,14.00,Moderate Risk,NF00447,Windows Media Video 9 File Format,wmv,Digital Video,-1,2,2,2,2,7,-1,2,2,2,-1,4,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,2,4,2,2,4,1,1,-2,1,1,-1,-1,-1,-1,-4,-1,2,-1,-1,0,-1,2003,-4,2006,-2,0,14.00,Moderate Risk,
,,-10.00,Moderate Risk,NF00448,Windows Metafile Image,wmf,Digital Still Image,-1,2,0,-2,0,-1,-2,-1,2,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-4,2,-2,-2,0,-2,-2,-6,1,0,1,0,2,0,0,0,0,0,0,1990,-4,2017,0,0,-10.00,Moderate Risk,
,,-23.00,High Risk,NF00449,Windows New Executable file,exe; dll; cpl; drv; scr,Software,-1,-1,-1,-2,-1,-6,-2,-1,-1,0,-1,-5,-1,0,0,0,1,-1,-1,-2,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-8,0,0,0,-1,-1,-1,0,-1,-1,2,-1,1985,-4,1987,-4,0,-23.00,High Risk,
,,20.00,Moderate Risk,NF00450,Windows Setup Information File,autoruninf,Software,-1,2,0,-2,0,-1,0,0,2,2,-1,3,1,0,1,1,1,1,1,6,-1,-1,-1,0,0,-3,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,0,2,8,1995,-4,2011,-2,0,20.00,Moderate Risk,
,,8.00,Moderate Risk,NF00451,Windows Shortcut,lnk,Software,-1,2,2,-2,2,3,-2,2,2,0,-1,1,-1,0,0,-1,1,1,1,1,-1,1,-1,-1,0,-2,2,2,4,-2,-2,-2,-2,-8,0,0,0,-1,-1,2,2,2,2,2,10,1995,-4,2018,0,0,8.00,Moderate Risk,
,,7.00,Moderate Risk,NF00452,WordPerfect 6-12,wpd; wp6; wp7,Textual,-1,-1,2,-1,-1,-2,2,2,2,2,-1,7,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,2,2,4,-2,1,1,-2,-2,-1,-1,-1,-1,-4,-1,2,2,2,-1,4,1993,-4,2004,-2,0,7.00,Moderate Risk,
,,7.00,Moderate Risk,NF00453,WordPerfect for DOS/Windows 5.1,wp; wp5; wpd,Textual,-1,-1,2,-2,0,-2,-2,2,0,2,0,2,1,0,0,-1,1,1,0,2,-1,-1,-1,0,0,-3,2,2,4,1,1,1,1,4,-1,0,0,-1,-2,-1,2,2,0,-1,2,1989,-4,1993,-4,0,7.00,Moderate Risk,
,,3.00,Moderate Risk,NF00454,WordPerfect for DOS/Windows 5.2,wp; wp5; wpd,Textual,-1,-1,2,-2,0,-2,-2,2,-1,2,-1,0,1,0,0,-1,-1,0,0,-1,1,1,1,0,0,3,2,0,2,0,0,0,0,0,-1,0,0,-1,-2,-1,2,2,0,0,3,1992,-4,1995,-4,0,3.00,Moderate Risk,
,,7.00,Moderate Risk,NF00455,WordPerfect for MS-DOS 5.0,wp; wp5; wpd,Textual,-1,-1,2,-2,0,-2,-2,2,0,2,0,2,1,0,0,-1,1,1,0,2,-1,-1,-1,0,0,-3,2,2,4,1,1,1,1,4,-1,0,0,-1,-2,-1,2,2,0,-1,2,1989,-4,1993,-4,0,7.00,Moderate Risk,
,,20.00,Moderate Risk,NF00456,Wordperfect Secondary File 5.0/5.1/5.2,wp; wp5,Textual,-1,0,0,-2,-1,-4,2,2,2,2,-1,7,1,1,1,-1,1,1,0,4,1,1,1,0,0,3,2,2,4,1,1,1,1,4,-1,1,1,1,2,-1,2,-1,0,0,0,1989,-4,2018,0,0,20.00,Moderate Risk,
,,9.00,Moderate Risk,NF00457,Write for Windows 3.0,wri,Textual,-1.00,0.00,2.00,-2.00,0.00,-1.00,-2.00,-1.00,-1.00,2.00,-1.00,-3.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,-1.00,-1.00,-1.00,0.00,0.00,-3.00,2,2,4,1.00,0.00,-2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,10.00,1985,-4,1995,-4,0,9.00,Moderate Risk,
,,17.00,Moderate Risk,NF00458,ZIP Archive,zip,Software,2,2,2,-2,2,6,-2,2,2,0,-1,1,-1,0,1,1,1,-1,-1,0,-1,1,-1,0,0,-1,2,2,4,1,0,0,-2,-1,1,1,1,1,4,-1,2,-1,2,2,4,1989,-4,2014,0,0,17.00,Moderate Risk,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
