Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,Risk Level,Preservation Action,Proposed Preservation Plan,Description and Justification,Preferred Processing and Transformation Tool(s)
Microsoft Excel Macro-enabled,xlsm,Spreadsheets,NF00665,application/vnd.ms-excel.sheet.macroEnabled.12,https://www.ecma-international.org/publications-and-standards/standards/ecma-376/,https://www.nationalarchives.gov.uk/pronom/fmt/445,,,https://www.wikidata.org/wiki/Q16683501,http://fileformats.archiveteam.org/wiki/XLSM,,https://en.wikipedia.org/wiki/Microsoft_Excel#Macro_programming,,,,Moderate Risk,Retain,Retain,"From ArchiveTeam: ""XLSM is the variant of XLSX (the Microsoft Excel format used starting with Office 2007) which allows the use of macros. This poses a greater security risk than normal non-macro spreadsheet files, because macros are a form of computer program which can do actions automatically, possibly malicious ones, which is why a distinct extension is used to distinguish documents which may have macros in them from ones that don't. Macros are created in Visual Basic for Applications (VBA)."" VBA Macros may not operate as intended in programs other than Excel.",Microsoft Excel
Microsoft Excel Office Open XML,xlsx,Spreadsheets,NF00272,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,https://learn.microsoft.com/en-us/openspecs/office_standards/ms-oi29500/1fd4a662-8623-49c0-82f0-18fa91b413b8,https://www.nationalarchives.gov.uk/pronom/fmt/214,http://www.loc.gov/preservation/digital/formats/fdd/fdd000398.shtml,,https://www.wikidata.org/wiki/Q63082925,http://fileformats.archiveteam.org/wiki/XLSX,,https://en.wikipedia.org/wiki/Microsoft_Office_XML_formats,,http://www.ecma-international.org/publications/standards/Ecma-376.htm,,Low Risk,Retain,Retain,"Open Office XML is an open, XML-based container format developed by Microsoft for representing spreadsheets, charts, presentations and word processing documents. As of Excel 2007, the xlsx format replaced the binary .xls format, although it does not support Excel macros for security reasons. The format is considered Acceptable as per NARA Transfer Guidance.",Microsoft Excel
Microsoft Excel Template,xlt,Spreadsheets,NF00770,application/vnd.ms-excel,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-xls/cd03cb5f-ca02-4934-a391-bb674cb8aa06,https://www.nationalarchives.gov.uk/pronom/x-fmt/17,https://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,https://www.wikidata.org/wiki/Q44935377,http://fileformats.archiveteam.org/wiki/Ext:xlt,,https://en.wikipedia.org/wiki/Microsoft_Excel,https://docs.fileformat.com/spreadsheet/xlt/,,,Moderate Risk,Retain,Retain,"XLT is a Microsoft Excel 97-2003 template, a pre-formatted spreadsheet created by the user or by Excel. XLT conforms to the Excel Binary File Format.",Microsoft Excel
Microsoft Excel unspecified version,xls,Spreadsheets,NF00656,application/vnd.ms-excel,,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,,http://fileformats.archiveteam.org/wiki/XLSX,,https://en.wikipedia.org/wiki/Microsoft_Office_XML_formats,,,A number of Excel files in NARA's holdings have only been identified by their extensions. NF00656 is currently a catch-all for these.,Moderate Risk,Identify Version,"Depends on version, see specific version plan","Microsoft Excel is a spreadsheet tool and format developed by Microsoft for use across multiple environments. It features calculation, graphing tools, pivot tables, and a macro programming language called Visual Basic for Applications. It is the most ubiquitous format for spreadsheets, especially since the release of version 5 in 1993; it replaced Lotus 1-2-3 as the most common tool/format for spreadsheets. Excel is part of the Microsoft Office suite. Some versions are no longer supported by current software. Transforming allows for maintaining the files in a more sustainable format.",Current Microsoft Excel software can open Excel 4.0 and later files; Universal Office Converter - command line library that converts between any document format which is supported by LibreOffice Calc can open early Excel files
Microsoft Excel Workspace,xlw,Spreadsheets,NF00273,application/vnd.ms-excel,,https://www.nationalarchives.gov.uk/pronom/x-fmt/128,http://www.loc.gov/preservation/digital/formats/fdd/fdd000510.shtml,,https://www.wikidata.org/wiki/Q51801521,http://fileformats.archiveteam.org/wiki/XLS,,https://en.wikipedia.org/wiki/Microsoft_Excel,,,,Moderate Risk,Transform,Transform to a TBD format,"The XLW files contains layout information for open workbooks and their exact screen position and window sizes, as well as references to the spreadsheet workbook files. XLW files do not include the actual workbook data, but only document the layout on the screen. In order to open the XLW files you must have all the workbooks referenced be the file. It is not clear if these files in any way enhance the understanding of spreadsheet records in their native format. This file type can no longer be created, and cannot be converted to any other file format by Excel. Case-by-case assessment is needed to determine if these files should be retained as Record.",LibreOffice Calc
Microsoft Font File,fon,Software and Code,NF00719,,,,,,https://www.wikidata.org/wiki/Q28756037,http://fileformats.archiveteam.org/wiki/FON,,,,,,High Risk,Retain,Retain,"An early binary Microsoft font format, replaced by TrueType fonts but still supported. Fonts cannot be reformatted due to the loss of functionality.",Windows OS; any supported Hex Editor
Microsoft FrontPage Binary Tree Index,btr,Software and Code,NF00276,application/octet-stream,,https://www.nationalarchives.gov.uk/pronom/fmt/359,,,https://www.wikidata.org/wiki/Q61963304,http://fileformats.archiveteam.org/wiki/Ext:btr,,https://en.wikipedia.org/wiki/Microsoft_FrontPage,,,,Moderate Risk,Retain,Retain,"The btr file extension was used for a binary indexing data file in Microsoft FrontPage, but also for Btrieve for its database file. Further research is needed on a case-by-case basis to determine which type of file this is. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",
Microsoft FrontPage Server Extension Configuration File,frontpg.ini|frontpg.cnf,Software and Code,NF00277,text/plain,,https://www.nationalarchives.gov.uk/pronom/fmt/288,,,https://www.wikidata.org/wiki/Q63415412,,,https://en.wikipedia.org/wiki/Microsoft_FrontPage,,,,Moderate Risk,Retain,Retain,frontpg.ini is a read-only plain text configuration file used by the Microsoft FrontPage web server application. Uncompiled code that is plain text ASCII or Unicode does not require format migration.,
Microsoft FrontPage Server Extension Lock File,frontpg.lck|service.lck,Software and Code,NF00584,application/octet-stream,,https://www.nationalarchives.gov.uk/pronom/fmt/218,,,https://www.wikidata.org/wiki/Q61752300,http://fileformats.archiveteam.org/wiki/Ext:lck,,https://en.wikipedia.org/wiki/Microsoft_FrontPage,,http://www.softpanorama.org/Office/Frontpage/list_of_special_files_and_directories.shtml,,Moderate Risk,Retain,Retain,"There are two types of binary Microsoft FrontPage Lock files. frontpg.lck is used for Root Web only, a lock file to keep Web server resources from being accessed simultaneously. service.lck is a Lock file used to keep Web resources from being accessed simultaneously; should be a zero-byte file at idle time. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",
Microsoft Multiplan 4.0,mp,Spreadsheets,NF00278,application/x-ms-multiplan,,https://www.nationalarchives.gov.uk/pronom/fmt/162,,,https://www.wikidata.org/wiki/Q516918,http://fileformats.archiveteam.org/wiki/MultiPlan,,https://en.wikipedia.org/wiki/Multiplan,,,,Moderate Risk,Transform,Transform to a TBD format,Multiplan was a spreadsheet program released by Microsoft in 1982 on several mainframe and early desktop computer platforms including MS-DOS and Apple Macintosh. Additional research is needed to determine if there are any tools in the marketplace that can open these files.,"The MP format contains data used by the application and cannot be opened except by the Multiplan software, nor can it be converted to another format. Multiplan files could perhaps be converted by Excel 5, but this is unverified. It is possible that the MP format is a software file and not the actual spreadsheet file. Further investigation is required. A converter based on libwps can retrieve cell contents, but it’s unclear if this format is actually data."
Microsoft Office AutoCorrect List,acl,Textual and Word Processing,NF00791,,,,,,,,,,,https://support.microsoft.com/en-us/topic/how-to-move-autocorrect-entries-in-word-2007-from-one-computer-to-another-computer-bd515eb8-1fd3-3f52-4276-54d99684db63,,Moderate Risk,Transform,"Transform to CSV if possible, otherwise retain",An .acl file is a Microsoft AutoCorrect list file. These are the files where Office stores unformatted auto-correct entries and applies across all Office programs that support the AutoCorrect feature. The number in the filename refers to the language ID for the auto corrections.,Procure and/or develop tools; further research is required
Microsoft Office Personalized Settings File,pip,Software and Code,NF00718,,,,,,,,,,,https://fileinfo.com/extension/pip,,Moderate Risk,Retain,Retain,"Preference file used by Microsoft Office programs to store Personalized Menus and Toolbars settings; created by each Office application by evaluating what menu commands are used most. PIP files are saved in the Application Data\Microsoft\Office directory and are named [program].pip. For example, Microsoft Word's menu settings file may be named ""Word.pip"" or ""Word2.pip.""",Microsoft Office
Microsoft OLE Compound Format,ole,Software and Code,NF00343,application/octet-stream,https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-cfb/53989ce4-7b05-4f8d-829b-d08d6148375b,,,,https://www.wikidata.org/wiki/Q848314,http://fileformats.archiveteam.org/wiki/Microsoft_Compound_File,https://forensics.wiki/ole_compound_file/,https://en.wikipedia.org/wiki/Object_Linking_and_Embedding#OLE_1.0,,,,Moderate Risk,Retain,Retain,"OLE (Object Linking & Embedding) is a proprietary Microsoft technology that allows embedding and linking to documents and other objects. Use of binary Microsoft Object Linking and Embedding (OLE) objects limits interoperability, because these objects are not widely supported in programs for viewing or editing files. If software that understands an OLE object is not available, the object is usually replaced by a picture (bitmap representation of the object) or not displayed at all. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",
Microsoft OLE2 Compound Format,ole|ole2,Software and Code,NF00585,application/octet-stream,https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-cfb/53989ce4-7b05-4f8d-829b-d08d6148375b,https://www.nationalarchives.gov.uk/pronom/fmt/111,,,https://www.wikidata.org/wiki/Q848314,http://fileformats.archiveteam.org/wiki/Microsoft_Compound_File,https://forensics.wiki/ole_compound_file/,https://en.wikipedia.org/wiki/Compound_File_Binary_Format,,,,Moderate Risk,Retain,Retain,"OLE (Object Linking & Embedding) is a proprietary Microsoft technology that allows embedding and linking to documents and other objects. Use of binary Microsoft Object Linking and Embedding (OLE) objects limits interoperability, because these objects are not widely supported in programs for viewing or editing files. If software that understands an OLE object is not available, the object is usually replaced by a picture (bitmap representation of the object) or not displayed at all. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files.",
Microsoft OneNote,one,Presentation and Publishing,NF00664,application/msonenote,https://learn.microsoft.com/en-us/openspecs/office_file_formats/ms-onestore/ae670cd2-4b38-4b24-82d1-87cfb2cc3725,https://www.nationalarchives.gov.uk/pronom/fmt/637,,,https://www.wikidata.org/wiki/Q59537246,http://fileformats.archiveteam.org/wiki/OneNote,,https://en.wikipedia.org/wiki/Microsoft_OneNote,https://docs.fileformat.com/note-taking/one/,,,Moderate Risk,Transform,Transform to PDF,"Microsoft OneNote is a cross-platform note-taking application that is bundled with Windows and also available as a web, macOS, Android, and iOS app. It allows users to create digital notebooks, which are used to take and share notes with other OneNote users.",Microsoft OneNote
