Extension,Count
kkw,2
kmart[,2
knight,2
koh,2
kohls[,2
kolmic,2
kopp,2
kor%20,2
koz,2
kp3,2
krb5,2
kre,2
ksc,2
ksg,2
kuhl,2
ky2,2
l2q,2
l3,2
l51,2
la-{69,2
label-,2
labell,2
lac,2
laj,2
lak,2
landse,2
lapina,2
lar,2
latex,2
laura,2
lawsui,2
lb1,2
lcv,2
lcy,2
ldap,2
ldmgt,2
leahyq,2
learni,2
lease,2
lebano,2
leo,2
leslie,2
levar,2
levees,2
levels,2
lexis-,2
lfl,2
lfs,2
lgs,2
li-{89,2
lib_op,2
lie,2
lieb,2
lifeti,2
lig,2
lijit[,2
likeli,2
lines,2
linkag,2
linn,2
lisp,2
lithwi,2
liu-su,2
live[2,2
livesc,2
liz%20,2
lizedi,2
lj2,2
ljwo-{,2
ll_,2
lmi,2
lmledi,2
lms,2
lnm,2
lnw,2
lo,2
lo-{69,2
lo~,2
lob,2
local6,2
lock_s,2
lock-{,2
lod,2
lookup,2
lop,2
lori,2
lott,2
lov,2
love,2
lowell,2
lowes[,2
lowinc,2
lpd,2
lph538,2
lph574,2
lr,2
lr1,2
lrd,2
lre,2
lrtemp,2
ls4,2
ls5,2
lsc,2
lsover,2
lst_op,2
ltt,2
ltx,2
lucie_,2
ludwig,2
lugars,2
lum,2
lup,2
luther,2
luttig,2
lve,2
lvl,2
lxi,2
lyco-{,2
lz4,2
m%23,2
m08,2
m2d,2
m2x,2
m95,2
m98,2
ma-{69,2
mah,2
mahmou,2
mails,2
major,2
makefi,2
mako,2
maperr,2
mapqu-,2
mar-{6,2
marant,2
marrak,2
masm,2
masssh,2
math-{,2
matlab,2
may29-,2
maybe,2
mayor,2
mc4,2
mcclel,2
mccorm,2
mccree,2
mcdoun,2
mcf,2
mcg03_,2
mci,2
mckins,2
mct,2
md8,2
mda_00,2
mead)(,2
mecont,2
medal_,2
medalf,2
mediab,2
medici,2
medmar,2
medpac,2
mega,2
mental,2
menu,2
mercur,2
merged,2
metapr,2
meth,2
metrop,2
meu,2
mew3,2
mew4,2
meyer,2
mgmt,2
mgt,2
mhtbun,2
mi2,2
miami,2
mib2c,2
mibs,2
microb,2
mideas,2
mil_de,2
mil-to,2
minimi,2
miniu-,2
minius,2
miso,2
missin,2
mitch,2
mixpla,2
mjl01(,2
mjt,2
mkl,2
mks,2
mlette,2
mmi,2
mms,2
mo%23,2
mob,2
mod_au,2
mof_10,2
mogocc,2
mohame,2
mol,2
moore-,2
mornin,2
mortga,2
motion,2
mountv,2
move,2
moz-ba,2
mpkg,2
mpp',2
mppx,2
mr4,2
mrb,2
mrf,2
msdn[8,2
msf,2
msha,2
msn[10,2
msn[12,2
msn[13,2
msn[4],2
msn-{8,2
msnbc,2
mtd,2
mtgnom,2
mtng,2
mtvns-,2
mtvnse,2
mu,2
mu$,2
muelle,2
mup,2
musest,2
mva,2
mw,2
m-w[-{,2
mxt,2
my9,2
myfoxd,2
myj,2
mypost,2
myths,2
mz,2
n11,2
n15,2
n21,2
n3w000,2
n9,2
n93,2
named,2
namei,2
nasm,2
natio-,2
native,2
natlgu,2
navy-i,2
nbc[1],2
nbc-{6,2
nbr,2
nclc,2
ndcal,2
ndcee,2
ndd,2
nde,2
ndi,2
ndp,2
ndr,2
ne1,2
near,2
needle,2
neelyt,2
negoti,2
net%20,2
net[-{,2
net-{8,2
netcon,2
netste,2
net-wh,2
new_co,2
newfor,2
neworl,2
news,2
newsof,2
nfh,2
ngf,2
nic,2
nida,2
nifa,2
nil,2
nim,2
njm,2
nl_b51,2
nl_b53,2
nmd,2
nmfa[-,2
nnoac,2
nnr,2
no4,2
nob,2
nomedi,2
nomine,2
noncit,2
nonfin,2
nonite,2
non-le,2
non-re,2
norads,2
nordst,2
note-w,2
notifi,2
nowldf,2
nozip,2
np2,2
npb,2
npdb,2
nr0713,2
nr0714,2
nr0715,2
nra,2
nrfcom,2
nrtwc,2
nrtweb,2
nsconf,2
nsf-{8,2
nskern,2
nsn,2
nsvers,2
nt1,2
ntfs,2
ntsb,2
nunit,2
nv8,2
nw,2
nw2004,2
nw3,2
nydail,2
o-{69d,2
o-{89d,2
o02,2
o13,2
o24,2
o4,2
o8,2
o-8,2
oam,2
oas,2
objcla,2
oc,2
oc8,2
occasi,2
ochink,2
ocp,2
octnov,2
odbc,2
odi,2
odni,2
odr,2
oek,2
of2,2
ofac,2
ofc,2
offici,2
offsho,2
ogletr,2
oh,2
oigmem,2
ola,2
oldpdf,2
oldrep,2
oliver,2
olivia,2
oll,2
olver,2
olympi,2
om_upd,2
omni,2
on_,2
onest-,2
online,2
ons,2
ontarg,2
onwidg,2
oo2,2
oogao,2
ook,2
op1,2
openbs,2
opent-,2
opk,2
oppo,2
oppose,2
opt-{8,2
opts,2
oracle,2
oracon,2
orderi,2
ore,2
org%25,2
org)-,2
org_ar,2
org_ob,2
org_pl,2
org-bi,2
org-em,2
org-eq,2
org-fa,2
org-gr,2
org-hi,2
org-ne,2
org-pr,2
org-pu,2
org-re,2
org-ri,2
org-so,2
org-un,2
orient,2
orp,2
orvi-{,2
osce,2
osc's,2
osili,2
ota,2
others,2
otherw,2
oustan,2
out18-,2
outloo,2
outtas,2
overal,2
overt-,2
oxr,2
p&c,2
p&r,2
p_copy,2
p3,2
pa1,2
packer,2
pacom,2
pae,2
palm,2
pamper,2
paper%,2
parano,2
parede,2
park,2
patty,2
pauls,2
pbz,2
pc1,2
pca,2
pcn,2
pd0,2
pd1,2
pd4,2
pda,2
pdb-{c,2
pdf',2
pdf_1,2
pdf{na,2
pdfa,2
pdf-bk,2
pdf-cb,2
pdfhol,2
pdfisr,2
pdfk,2
pdf-of,2
pdfold,2
pdfpor,2
pdleah,2
pe-{69,2
peg,2
pene,2
percen,2
pers,2
pers-r,2
petsma,2
pex,2
pf2,2
pgcps[,2
ph3,2
philad,2
philly,2
philos,2
phonen,2
photo;,2
photow,2
php%2c,2
php5,2
phs,2
phy,2
picker,2
pig,2
pike,2
pilf,2
piperl,2
pirate,2
pixel;,2
pizzah,2
pkemra,2
pkl,2
pl--,2
pl_v0,2
pl-{89,2
pld,2
plk-{3,2
pll,2
plosse,2
plsql,2
pmr,2
pn-{69,2
png_25,2
pny,2
poi-{8,2
pol-{a,2
poling,2
polygo,2
pon,2
popula,2
portal,2
positi,2
post-c,2
postfc,2
postma,2
postvi,2
potbel,2
pp-{69,2
pp4,2
pph,2
ppt%20,2
ppt-{c,2
pptx-{,2
ppz,2
pqf,2
pqu,2
pr%20c,2
pre-br,2
pre-he,2
prepl,2
previk,2
prg#,2
pri-{6,2
pricel,2
princi,2
print,2
printi,2
proact,2
proc,2
profes,2
prosec,2
provis,2
prtl,2
ps-{89,2
ps1xml,2
pseudo,2
psm,2
psml,2
psps,2
pstt,2
psu,2
pt4,2
ptpr,2
pt-upd,2
ptw,2
putty,2
pwa,2
pwj,2
pws,2
pxm,2
q&5,2
q7,2
qaire-,2
qbu,2
qcp,2
qfr04a,2
qfr04b,2
qfr05,2
qfr05n,2
qfr06,2
qfr12,2
qfr35,2
qfr39,2
qfr40,2
qjf,2
qjh,2
q're,2
qs',2
qsd,2
qsi,2
qsp,2
qsshor,2
qt-01f,2
qt-149,2
qt-1b9,2
qtd,2
qtif,2
qtxs,2
quf,2
qui,2
qut,2
qwrs,2
qxd%20,2
r&ms-c,2
r-{89d,2
r34,2
r60%2c,2
r8,2
r94,2
racial,2
radeon,2
radio,2
radio-,2
raezer,2
rainn,2
rak,2
ramada,2
randal,2
random,2
rapid,2
rapp,2
rc1,2
rcm,2
r-d,2
rdlx,2
rdn-10,2
rdtea,2
re-{89,2
rea-{8,2
redidu,2
regard,2
regdat,2
regina,2
reh,2
rejil,2
remova,2
remove,2
renewa,2
replac,2
repub,2
res%20,2
res-{8,2
res13,2
res36t,2
resett,2
restri,2
retail,2
retali,2
retiri,2
rev-,2
rf,2
rff,2
rh,2
richwi,2
rit,2
rives,2
rklau[,2
rks,2
rmf,2
rmmi,2
rn2,2
rn3,2
rns,2
rnv,2
roadbu,2
robin,2
rod,2
rodnre,2
romig,2
roos,2
rosa,2
rose,2
rosie[,2
rossma,2
round,2
round3,2
rp1,2
rp3,2
rrl,2
rs3,2
rs4,2
rs5,2
rs6,2
rss1,2
rtf-{8,2
rtg,2
ru4[2],2
ru4[3],2
ru4-{6,2
rubio,2
ruby-v,2
rule,2
rusher,2
rushli,2
rv,2
rv3,2
rvs,2
rwanda,2
rya,2
ryderc,2
ryn,2
s&m,2
s&t_20,2
s&t_dn,2
s_john,2
's_ult,2
s05,2
s09,2
s12,2
s17,2
s2195,2
s41,2
s9,2
s96,2
s98,2
s99,2
saco,2
sae,2
safe,2
saic,2
sam-{6,2
santia,2
sausa,2
says,2
sb-332,2
sbalis,2
sb-f02,2
sbix,2
sbw,2
sc1,2
sc3,2
sca,2
scb,2
scenar,2
scexe,2
schill,2
s-chin,2
schmid,2
schutz,2
scienc,2
scml,2
sco,2
scr-{6,2
scr-{c,2
scripp,2
scst,2
sdy,2
se2,2
se3,2
sears[,2
searsp,2
sector,2
sei,2
self-c,2
semi-f,2
sena-{,2
sensat,2
serbia,2
seriou,2
severa,2
sey,2
sfb,2
sg_~_m,2
sg_sta,2
sgml,2
sh%202,2
sh-{69,2
sh4,2
shares,2
sharpe,2
shc,2
shdata,2
sheila,2
sherri,2
shlib,2
sho-{8,2
shoebu,2
shp_00,2
shtml;,2
shultz,2
shuste,2
shut-{,2
shutdo,2
shutt-,2
shw-{6,2
sica,2
sidv,2
sierra,2
sigir,2
signif,2
simple,2
simply,2
sip,2
sirius,2
sitesu,2
sjo,2
sjq,2
skc,2
skelet,2
skinfl,2
skinht,2
skinmo,2
skinni,2
skinsh,2
skinsi,2
skt,2
skymil,2
slaveb,2
slcjdm,2
slide,2
slided,2
slo,2
sloat,2
sm6,2
sm8,2
smart-,2
smj,2
smlcl,2
smux,2
snmpv3,2
snoop,2
softex,2
softwa,2
sop-{6,2
sop-{8,2
soto-n,2
souths,2
sp7,2
spacex,2
spaldi,2
speake,2
spence,2
spike[,2
spirit,2
sq-{3f,2
sqlcmd,2
sqlper,2
sqlset,2
squawk,2
sr[1],2
sr[2],2
sre,2
sriniv,2
srt%20,2
sso,2
s-sout,2
st-{69,2
st7,2
st8,2
stack,2
starea,2
startu,2
stephe,2
steps,2
steroi,2
sti,2
still0,2
stilln,2
stimul,2
stmnt3,2
stolen,2
stone,2
stonew,2
stopli,2
storm,2
story%,2
stryke,2
study,2
stv,2
style[,2
subcom,2
subway,2
sucata,2
sudan,2
sugame,2
suntim,2
supp,2
suppos,2
suspen,2
suther,2
sva,2
svd,2
svnign,2
svnlog,2
swf%25,2
swf_10,2
swf_v3,2
swish,2
syncfg,2
t&e,2
t&l,2
t_c,2
t04,2
t32,2
t6(int,2
t93,2
taglia,2
talbot,2
talk,2
talkig,2
tampa,2
tanf,2
tardec,2
task,2
tassim,2
tavis,2
taxpay,2
tb2,2
tbi,2
tcl-7,2
tcx,2
tdbm,2
tech,2
tech-a,2
tej,2
tel-{6,2
tele-{,2
teleg-,2
tenure,2
texa-{,2
texast,2
textcl,2
tf2,2
tfs,2
tgp,2
thebar,2
thebre,2
theme-,2
theo-{,2
thepet,2
thesmo,2
thesp-,2
thespo,2
things,2
think,2
thread,2
three_,2
tht,2
thurs,2
ti-{69,2
tiff%2,2
tiffan,2
tif-ka,2
tif-ll,2
tigerw,2
til,2
times-,2
timing,2
tin,2
tk3,2
tkg,2
tkh,2
tm-{89,2
tmn,2
tms,2
tmvtp[,2
tmy,2
tnm,2
to-{69,2
tocify,2
todo,2
tog,2
tolc,2
tomaha,2
tomfre,2
tool,2
toomey,2
topic;,2
torren,2
total,2
tour,2
toyota,2
tp7,2
tplone,2
tps_gr,2
tpz,2
tr3,2
tra-{6,2
tra-{8,2
tradit,2
traini,2
transm,2
tree_t,2
treeru,2
trip-{,2
troits,2
troops,2
tru64,2
ts2,2
tsctp,2
tse,2
tsl,2
tspace,2
ttra,2
ttys0,2
tv%26c,2
tv-{69,2
tv1,2
tv2,2
tvey-{,2
tweaks,2
twh,2
txt;,2
txt@20,2
txvlts,2
ty3,2
tygart,2
tys,2
u3d,2
uc_adj,2
ucc,2
uccplo,2
udall,2
udlm,2
uhs,2
uie,2
uk-ant,2
umb,2
umc,2
umwa,2
una,2
unc,2
unclas,2
unh,2
unilat,2
unoffi,2
unpubl,2
uorego,2
upds,2
upgrad,2
urb,2
ure,2
usato-,2
usatod,2
uscho[,2
uscomm,2
us-jap,2
usm,2
usmaga,2
usnews,2
uta,2
utl,2
v_1,2
v1-aru,2
v7,2
v8,2
va2,2
vadm,2
vailre,2
vala,2
vale,2
valley,2
vb-{c9,2
vbd,2
vbk,2
vdat,2
vde,2
vdr,2
vector,2
vendor,2
venued,2
vfw,2
vhdl,2
vi-{69,2
vid,2
videot,2
vieque,2
vil,2
vip,2
virgi-,2
virt-{,2
vis929,2
vki,2
vmc,2
vmi,2
vncloc,2
vnd,2
vocab,2
voicef,2
vonage,2
vr6,2
vrb,2
vsb,2
vsix,2
vt2,2
vtg,2
vul,2
vvc,2
vxref,2
vzw[1-,2
vzw[1],2
vzw[2-,2
w%26hl,2
w-{89d,2
w-{8c0,2
w2,2
w28,2
w41,2
w46,2
w5,2
w59,2
w63,2
w65,2
w71,2
w72,2
w76,2
w87,2
w89,2
w93,2
w96,2
w99,2
wa-{89,2
wad,2
wage,2
wainwr,2
waj,2
wall,2
want,2
warcri,2
warn,2
wat,2
waters,2
watkin,2
wav-{6,2
way,2
wayne,2
ways,2
wb2-{6,2
wce20,2
wcm%26,2
wdc,2
wea-{8,2
weat-{,2
web-{8,2
webint,2
weblay,2
webste,2
weeken,2
weiler,2
weldon,2
wep,2
wfl,2
wgl,2
wh3,2
where,2
wibucm,2
wikime,2
windso,2
winx86,2
wip,2
wirele,2
wisege,2
withla,2
wixpdb,2
wj1,2
wk4-{6,2
wlc,2
wm-{69,2
wmd,2
wmdb-{,2
wo-{69,2
wol,2
wor-{8,2
worldo,2
worldt,2
wpd_1,2
wpd_2,2
wpd031,2
wpg-{6,2
wpr,2
wql,2
wrd,2
wrq,2
wsh,2
wsj[1],2
wtl,2
ww1,2
wwucdo,2
www,2
wxi,2
wxm,2
wxs,2
wyd,2
wyo,2
wza,2
x-{608,2
x-{69d,2
x08,2
xdl,2
xee,2
xl-{89,2
xll_10,2
xls),2
xls_hr,2
xlsrig,2
xlstom,2
xlsx[1,2
xltx_1,2
xml_pe,2
xml0,2
xmlren,2
xmo,2
xnuv9w,2
xpd,2
xpdb,2
xql,2
xsql,2
xtext,2
xxi,2
xy,2
xy3,2
xyw,2
y-{89d,2
y-{c99,2
y08,2
y09,2
y99,2
ya-{60,2
yast2s,2
yat,2
ydg,2
yie-{c,2
yms,2
youthf,2
yt,2
z__,2
zappos,2
zd,2
zdl,2
zed,2
zgi,2
zients,2
zip%20,2
zip%26,2
zip-39,2
zip-92,2
zipxxx,2
zix,2
zm,2
znm,2
zoc,2
zocini,2
zoo,2
zoom-{,2
zpj,2
zres,2
zth,2
zvt,2
#NAME?,2
-26,1
-4,1
-3,1
17%,1
23%,1
25%,1
53%,1
85%,1
92%,1
99%,1
1,1
159%,1
$2 ,1
208%,1
209%,1
231%,1
232%,1
2.5503,1
2.9455,1
3.56,1
3.803,1
4.6533,1
4.692,1
5.8181,1
6.4575,1
6.8603,1
7.138,1
7.7851,1
8.0122,1
9.9831,1
1931%,1
2007%,1
2014%,1
2021%,1
2025%,1
2028%,1
3513%,1
3845%,1
4139%,1
4173%,1
4257%,1
4258%,1
4662%,1
6954%,1
$97 ,1
9743%,1
10693%,1
11765%,1
15102%,1
15108%,1
190,1
20140%,1
20150%,1
20160%,1
20231%,1
20309%,1
20321%,1
20401%,1
250,1
25203%,1
29106%,1
29126%,1
350,1
38045%,1
420,1
450,1
470,1
500,1
510,1
51946%,1
52381%,1
52737%,1
54426%,1
650,1
693,1
69832%,1
700,1
71444%,1
717,1
720,1
733,1
830,1
860,1
874,1
90227%,1
90555%,1
90567%,1
98714%,1
1046,1
1091,1
1104,1
1109,1
1111,1
1114,1
1195,1
1210,1
1211,1
1212,1
1221,1
1222,1
1230,1
1245,1
1259,1
1261,1
1263,1
1268,1
1276,1
1284,1
1292,1
1294,1
1313,1
1314,1
1316,1
1321,1
1324,1
1328,1
1332,1
1349,1
1357,1
1358,1
1364,1
1386,1
1402,1
1404,1
1406,1
1407,1
1414,1
1420,1
1421,1
1439,1
1457,1
1463,1
1482,1
1483,1
1494,1
1502,1
1503,1
1504,1
1505,1
1506,1
1508,1
1509,1
1512,1
1516,1
1521,1
1522,1
1548,1
1553,1
1572,1
1589,1
1593,1
1595,1
1598,1
1612,1
1614,1
1625,1
1641,1
1651,1
1655,1
1659,1
1667,1
1675,1
1683,1
1692,1
1697,1
1713,1
1717,1
1733,1
1751,1
1755,1
1771,1
1776,1
1787,1
1800,1
1803,1
1808,1
1811,1
1813,1
1819,1
1838,1
1843,1
1862,1
1869,1
1873,1
1881,1
1889,1
1897,1
1908,1
1916,1
1917,1
1919,1
1924,1
1926,1
1928,1
1931,1
1937,1
1943,1
1952,1
1957,1
1968,1
1975,1
1976,1
1981,1
1982,1
1983,1
1986,1
1988,1
2000,1
2027,1
2037,1
2047,1
2052,1
2075,1
2088,1
2099,1
2104,1
2122,1
2125,1
2137,1
2143,1
2156,1
2157,1
2161,1
2162,1
2163,1
2184,1
2194,1
2195,1
2196,1
2197,1
2199,1
2211,1
2221,1
2225,1
2231,1
2234,1
2235,1
2237,1
2256,1
2257,1
2267,1
2278,1
2283,1
2321,1
2324,1
2359,1
2373,1
2381,1
2394,1
2410,1
2421,1
2466,1
2467,1
2482,1
2492,1
2494,1
2508,1
2516,1
2521,1
2523,1
2535,1
2544,1
2569,1
2575,1
2576,1
2628,1
2630,1
2639,1
2641,1
2645,1
2648,1
2667,1
2684,1
2687,1
2692,1
2695,1
2719,1
2724,1
2729,1
2760,1
2766,1
2782,1
2797,1
2798,1
2799,1
2803,1
2809,1
2810,1
2816,1
2820,1
2836,1
2838,1
2846,1
2852,1
2855,1
2860,1
2876,1
2888,1
2901,1
2902,1
2916,1
2948,1
2980,1
2981,1
2987,1
2991,1
3001,1
3006,1
3012,1
3038,1
3041,1
3079,1
3109,1
3155,1
3174,1
3179,1
3191,1
3198,1
3216,1
3241,1
3257,1
3268,1
3274,1
3280,1
3287,1
3288,1
3297,1
3298,1
3303,1
3333,1
3334,1
3335,1
3344,1
3362,1
3371,1
3384,1
3401,1
3406,1
3448,1
3454,1
3460,1
3481,1
3484,1
3522,1
3523,1
3542,1
3548,1
3581,1
3594,1
3606,1
3636,1
3640,1
3653,1
3668,1
3672,1
3675,1
3699,1
3708,1
3736,1
3756,1
3762,1
3768,1
3774,1
3794,1
3832,1
3845,1
3848,1
3851,1
3880,1
4001,1
4011,1
4051,1
4127,1
4154,1
4180,1
4257,1
4398,1
4408,1
4446,1
4465,1
4469,1
4482,1
4508,1
4646,1
4742,1
4755,1
4895,1
4909,1
4925,1
4932,1
5189,1
5201,1
5256,1
5344,1
5352,1
5570,1
5577,1
5631,1
5655,1
5751,1
5827,1
5900,1
5979,1
5983,1
6040,1
6112,1
6122,1
6157,1
6226,1
6272,1
6295,1
6339,1
6389,1
6427,1
6439,1
6698,1
6991,1
7019,1
7325,1
7433,1
7518,1
7539,1
7667,1
8345,1
8518,1
8775,1
8966,1
8982,1
9275,1
9298,1
9488,1
9663,1
9706,1
9975,1
9999,1
10103,1
10121,1
10254,1
10324,1
10442,1
10509,1
10807,1
10808,1
10892,1
10905,1
10909,1
11404,1
11509,1
11765,1
11766,1
11817,1
12008,1
12204,1
12673,1
13045,1
13108,1
13754,1
14261,1
14397,1
14404,1
14502,1
14646,1
15357,1
15955,1
16309,1
16671,1
16776,1
17056,1
17087,1
17222,1
Mar-48,1
17631,1
17645,1
18566,1
18582,1
19189,1
19432,1
19914,1
20061,1
20105,1
20131,1
20167,1
20244,1
Mar-56,1
20723,1
21076,1
21103,1
21203,1
21204,1
21722,1
21823,1
22113,1
22201,1
22301,1
22528,1
22651,1
22838,1
22896,1
23026,1
Mar-64,1
23461,1
23509,1
23708,1
23744,1
23911,1
24061,1
24872,1
24907,1
25030,1
25452,1
25702,1
25724,1
25987,1
26981,1
27249,1
27431,1
27456,1
28884,1
29361,1
29737,1
30168,1
30207,1
30208,1
30209,1
30535,1
30602,1
30698,1
31504,1
31583,1
31706,1
31802,1
31805,1
31963,1
32106,1
32162,1
32185,1
32202,1
32805,1
33006,1
33815,1
33929,1
34245,1
34358,1
34375,1
36133,1
36183,1
Feb-00,1
25-Feb-00,1
4/23/2000,1
1-Jul-00,1
16-Jul-00,1
7/21/2000,1
26-Aug-00,1
Oct-00,1
19-Oct-00,1
31-Oct-00,1
Dec-00,1
36937,1
37034,1
1/27/2002,1
1/29/2002,1
1/30/2002,1
1/31/2002,1
3/17/2002,1
37417,1
8/17/2002,1
8/18/2002,1
8/19/2002,1
8/20/2002,1
8/21/2002,1
8/22/2002,1
8/23/2002,1
8/24/2002,1
8/25/2002,1
8/26/2002,1
8/27/2002,1
8/28/2002,1
8/29/2002,1
8/30/2002,1
8/31/2002,1
9/11/2002,1
9/12/2002,1
9/13/2002,1
37634,1
3-Feb-03,1
37658,1
38005,1
38127,1
38193,1
38374,1
38407,1
38429,1
38931,1
39233,1
39378,1
8-Jan,1
39927,1
39949,1
39994,1
40401,1
40501,1
40597,1
40615,1
40756,1
40789,1
40902,1
40936,1
40944,1
41025,1
41202,1
41712,1
41713,1
41798,1
42001,1
42055,1
42098,1
42301,1
42313,1
42361,1
42502,1
42707,1
43343,1
43358,1
43532,1
43623,1
2/2/2020,1
43986,1
9/1/2020,1
9/2/2020,1
9/3/2020,1
9/4/2020,1
9/5/2020,1
9/6/2020,1
9/7/2020,1
9/8/2020,1
9/9/2020,1
44926,1
45089,1
5-Jan,1
8-Jan,1
11-Jan,1
28-Jan,1
30-Jan,1
18-Feb,1
23-Feb,1
16-Mar,1
20-Mar,1
22-Mar,1
24-Mar,1
6-Apr,1
11-Apr,1
45394,1
15-Apr,1
17-Apr,1
11-May,1
6-Jun,1
17-Jun,1
22-Jun,1
26-Jun,1
5-Jul,1
11-Jul,1
15-Jul,1
16-Jul,1
17-Jul,1
18-Jul,1
25-Jul,1
31-Jul,1
31-Jul,1
5-Aug,1
9-Aug,1
12-Aug,1
14-Aug,1
17-Aug,1
18-Aug,1
21-Aug,1
2-Sep,1
6-Sep,1
7-Sep,1
13-Sep,1
16-Sep,1
22-Sep,1
27-Sep,1
29-Sep,1
1-Oct,1
9-Nov,1
1-Dec,1
5-Dec,1
15-Dec,1
45746,1
46143,1
46875,1
46896,1
46917,1
47119,1
47119,1
47142,1
47393,1
47919,1
48217,1
48696,1
49095,1
50102,1
50206,1
50298,1
50309,1
50442,1
50595,1
50604,1
50704,1
50911,1
51104,1
51105,1
51218,1
51498,1
51705,1
51805,1
52072,1
52105,1
52138,1
52171,1
52173,1
52371,1
52484,1
52487,1
53795,1
54209,1
54759,1
54831,1
55128,1
56786,1
56962,1
57247,1
57775,1
58106,1
58767,1
58858,1
59589,1
59614,1
59764,1
60308,1
60359,1
60419,1
61005,1
61021,1
61202,1
61405,1
61508,1
61644,1
61666,1
61704,1
61810,1
61960,1
62017,1
62047,1
62107,1
62122,1
62205,1
62469,1
62708,1
62807,1
62872,1
63103,1
63343,1
63347,1
63861,1
63928,1
64477,1
64824,1
65255,1
65604,1
65732,1
66227,1
67193,1
67875,1
69157,1
69185,1
69867,1
70104,1
70141,1
70191,1
70902,1
71015,1
71102,1
71293,1
71409,1
71558,1
71604,1
71666,1
71878,1
71905,1
72408,1
72444,1
73102,1
73739,1
73865,1
74966,1
76301,1
76652,1
77278,1
78185,1
78635,1
78805,1
79092,1
80029,1
80304,1
80527,1
80669,1
80808,1
81212,1
81217,1
81816,1
82444,1
82841,1
82917,1
82974,1
83133,1
83182,1
83957,1
84409,1
84862,1
84869,1
85232,1
85649,1
85726,1
87103,1
87177,1
87317,1
87400,1
88088,1
89348,1
90381,1
90408,1
90581,1
90625,1
90708,1
90805,1
91408,1
91537,1
91606,1
91628,1
91901,1
92008,1
92392,1
92808,1
93325,1
94618,1
94664,1
94972,1
95345,1
95904,1
96115,1
96167,1
96603,1
96634,1
96871,1
99881,1
99991,1
100103,1
100206,1
100505,1
100609,1
100704,1
100715,1
100802,1
100834,1
100903,1
101028,1
101105,1
101109,1
101213,1
101408,1
101807,1
102157,1
102704,1
102909,1
103025,1
103027,1
103859,1
104401,1
105174,1
105401,1
105844,1
106989,1
107123,1
107164,1
107200,1
108344,1
108531,1
108864,1
109212,1
109798,1
110202,1
110806,1
111504,1
111606,1
112018,1
112204,1
112418,1
113069,1
113206,1
113801,1
113871,1
114143,1
115891,1
116028,1
116559,1
116701,1
117330,1
117784,1
117799,1
117888,1
117927,1
118774,1
118901,1
118955,1
118978,1
119038,1
119039,1
119552,1
119695,1
120807,1
120907,1
121197,1
121310,1
121407,1
121426,1
121507,1
121744,1
121820,1
122165,1
123318,1
123991,1
124542,1
125238,1
125528,1
125553,1
125924,1
126359,1
126430,1
126437,1
126513,1
127135,1
127199,1
127295,1
127339,1
128084,1
128304,1
128345,1
128357,1
128515,1
128637,1
128671,1
128733,1
129065,1
130263,1
130300,1
130613,1
130948,1
130983,1
131380,1
131991,1
132141,1
132322,1
132324,1
132996,1
133109,1
133315,1
133361,1
133412,1
133615,1
133987,1
133990,1
133992,1
134155,1
134536,1
134548,1
134607,1
135823,1
136512,1
136606,1
138163,1
138202,1
138285,1
138293,1
138436,1
139429,1
141179,1
142023,1
142131,1
142943,1
143295,1
143499,1
144575,1
145113,1
145288,1
147903,1
147926,1
148164,1
148445,1
148489,1
148881,1
150022,1
150107,1
150196,1
150390,1
151578,1
152054,1
152250,1
152341,1
152541,1
152814,1
152863,1
153578,1
154361,1
154439,1
155273,1
155278,1
156389,1
156673,1
157374,1
157715,1
159582,1
159677,1
162192,1
162544,1
162634,1
163536,1
164887,1
165719,1
166616,1
166634,1
166684,1
167886,1
168564,1
169342,1
171102,1
171402,1
172658,1
173196,1
174512,1
174819,1
176474,1
176848,1
177455,1
178402,1
179815,1
180236,1
180309,1
181651,1
182801,1
183375,1
184668,1
185195,1
185779,1
186899,1
187126,1
187145,1
187366,1
187388,1
187621,1
188333,1
191157,1
191788,1
192038,1
192151,1
193121,1
196179,1
197008,1
197019,1
197096,1
197498,1
198666,1
199102,1
199617,1
199806,1
200209,1
200211,1
200402,1
200403,1
200856,1
201105,1
201287,1
201305,1
201401,1
201503,1
201608,1
201737,1
201951,1
202007,1
202015,1
202617,1
202678,1
202729,1
205027,1
205615,1
207838,1
209027,1
209355,1
209453,1
209718,1
209782,1
210222,1
210427,1
210646,1
210957,1
211265,1
212197,1
213159,1
213180,1
215159,1
216347,1
218253,1
219172,1
219336,1
221527,1
223517,1
224121,1
226465,1
227134,1
228009,1
228438,1
230136,1
230778,1
231103,1
232725,1
232882,1
233828,1
235719,1
236453,1
236876,1
237629,1
237726,1
238842,1
238857,1
240978,1
242325,1
243204,1
243439,1
243999,1
245346,1
245471,1
245922,1
246017,1
246249,1
246566,1
247094,1
247467,1
248096,1
250294,1
250299,1
250549,1
250813,1
251575,1
253328,1
256361,1
256806,1
257981,1
257994,1
258159,1
259398,1
260054,1
260073,1
260217,1
260342,1
260406,1
261221,1
261643,1
263151,1
264187,1
264801,1
266011,1
266048,1
268035,1
269717,1
270671,1
272429,1
273288,1
276774,1
278723,1
278754,1
279817,1
281488,1
282829,1
283957,1
284402,1
286456,1
287445,1
287781,1
288597,1
289330,1
289991,1
290625,1
291979,1
293134,1
294181,1
295057,1
296000,1
